text,label
"in doing so , he learns that the conventional answers of easy availability of guns , violent national history , violent entertainment and even poverty are inadequate to explain this violence when other cultures share those same factors without the equivalent carnage .",0
an affectionately goofy satire that's unafraid to throw elbows when necessary . . .,1
"it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya .",1
"unlike most reunion stories that climax with a clich&#233 ; happy ending , daughter from danang is a real-life drama .",0
by the end of the girl's journey there is only one question to be answered : what is real and what is her imagination ?,0
ultimately she discovers that what appears on the surface to be true quite often is not .,0
going to the website may be just as fun ( and scary ) as going to the film .,1
"though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama .",1
"kali is a smart , beautiful , yoga-teaching social worker .",0
"former criminal investigator , major korenev , nicknamed fox is released from prison .",0
hassan ii busc&#243 ; el momento preciso para organizar la verbenesca &#171 ; marcha verde&#187 ; que colocaba a nuestro ej&#233 ; rcito ante una disyuntiva grav&#237 ; sima .,0
esha and rahul start a letter based friendship that blossoms into love .,0
a set of grisly murders brings fbi agent will graham ( norton ) out of retirement and puts him in search of an atrocious killer ( fiennes ) who's driven by the image of a painting .,0
a retired boston pd detective isn't buying the news report of a local girl accidentally drowning . . .,0
a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties .,1
real problems arise when he awakes to discover that his right hand is missing .,0
or so he thinks until the blackmailer pulls a u-turn on rodney .,0
"astonishing isn't the word -- neither is incompetent , incoherent or just plain crap . indeed , none of these words really gets at the very special type of badness that is deuces wild .",1
and that's the trick-it's a gay cruise-liner for gay men to make out .,0
"after that incident matt goes into the woods , looking for dawn .",0
"thankfully , the film , which skirts that rapidly deteriorating line between fantasy and reality . . . takes a tongue-in-cheek attitude even as it pushes the croc hunter agenda .",1
viewers will need all the luck they can muster just figuring out who's who in this pretentious mess .,1
remove spider-man the movie from its red herring surroundings and it's apparent that this is one summer film that satisfies .,1
